49	0	58
14	0	-6
35	0	30.5
58	0	59
38	0	27
37	0	37
61	0	53.5
55	0	60
45	0	61.5
42	0	45
35	0	39
55	0	63
36	0	43
24	0	15
65	0	73
39	0	49
78	0	96
42	0	42
36	0	37
69	0	72
63	0	78.5
46	0	55
63	0	80
57	0	62
87	0	101
57	0	59
68	0	88
58	0	67
6	0	1.5
44	0	52.5
51	0	47
0	0	-2
76	0	83.5
